O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
17-3027.00,Mechanical Engineering Technologists and Technicians,1488,"Estimate cost factors including labor and material for purchased and fabricated parts and costs for assembly, testing, or installing.",Supplemental,08/2022,3.0,3.0,3.29,58.13,72450.0,37450.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
17-3027.00,Mechanical Engineering Technologists and Technicians,22076,Conduct statistical studies to analyze or compare production costs for sustainable and nonsustainable designs.,Supplemental,08/2022,4.0,4.0,2.95,49.05,72450.0,37450.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3027.01,Automotive Engineering Technicians,16606,"Document test results, using cameras, spreadsheets, documents, or other tools.",Core,07/2016,5.0,5.0,4.26,100.0,,,['Documenting/Recording Information'],['4.A.3.b.6']
17-3027.01,Automotive Engineering Technicians,16602,"Read and interpret blueprints, schematics, work specifications, drawings, or charts.",Core,07/2016,5.0,5.0,4.19,100.0,,,['Getting Information'],['4.A.1.a.1']
17-3027.01,Automotive Engineering Technicians,16601,"Monitor computer-controlled test equipment, according to written or verbal instructions.",Core,07/2016,6.0,6.0,4.11,100.0,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
17-3027.01,Automotive Engineering Technicians,16608,"Analyze test data for automotive systems, subsystems, or component parts.",Core,07/2016,5.0,5.0,4.11,100.0,,,['Analyzing Data or Information'],['4.A.2.a.4']
17-3027.01,Automotive Engineering Technicians,16598,"Order new test equipment, supplies, or replacement parts.",Core,07/2016,3.0,3.0,3.52,100.0,,,['Monitoring and Controlling Resources'],['4.A.4.c.3']
17-3027.01,Automotive Engineering Technicians,16610,"Recommend product or component design improvements, based on test data or observations.",Core,07/2016,5.0,5.0,3.48,96.3,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
17-3027.01,Automotive Engineering Technicians,16600,"Recommend tests or testing conditions in accordance with designs, customer requirements, or industry standards to ensure test validity.",Core,07/2016,4.0,4.0,3.44,100.0,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
17-3027.01,Automotive Engineering Technicians,19698,"Participate in research or testing of computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control.",Core,07/2016,3.0,3.0,3.36,92.59,,,"['Getting Information', 'Inspecting Equipment, Structures, or Materials']","['4.A.1.a.1', '4.A.1.b.2']"
17-3029.01,Non-Destructive Testing Specialists,16620,"Interpret or evaluate test results in accordance with applicable codes, standards, specifications, or procedures.",Core,08/2023,7.0,7.0,4.77,100.0,,,['Analyzing Data or Information'],['4.A.2.a.4']
17-3029.01,Non-Destructive Testing Specialists,16625,Prepare reports on non-destructive testing results.,Core,08/2023,5.0,5.0,4.73,100.0,,,['Documenting/Recording Information'],['4.A.3.b.6']
17-3029.01,Non-Destructive Testing Specialists,16616,"Document non-destructive testing methods, processes, or results.",Core,08/2023,6.0,6.0,4.55,100.0,,,['Documenting/Recording Information'],['4.A.3.b.6']
17-3029.08,Photonics Technicians,20384,Compute or record photonic test data.,Core,08/2024,5.0,5.0,4.32,86.36,,,"['Analyzing Data or Information', 'Documenting/Recording Information']","['4.A.2.a.4', '4.A.3.b.6']"
17-3029.08,Photonics Technicians,16709,Monitor inventory levels and order supplies as necessary.,Core,08/2024,3.0,3.0,3.0,86.36,,,['Monitoring and Controlling Resources'],['4.A.4.c.3']
17-3031.00,Surveying and Mapping Technicians,22104,"Check all layers of maps to ensure accuracy, identifying and marking errors and making corrections.",Core,11/2020,7.0,7.0,4.28,98.72,56890.0,56720.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3031.00,Surveying and Mapping Technicians,22105,Design or develop information databases that include geographic or topographic data.,Core,11/2020,5.0,5.0,4.18,69.84,56890.0,56720.0,['Thinking Creatively'],['4.A.2.b.2']
17-3031.00,Surveying and Mapping Technicians,22106,"Monitor mapping work or the updating of maps to ensure accuracy, inclusion of new or changed information, or compliance with rules and regulations.",Core,11/2020,7.0,7.0,4.16,98.23,56890.0,56720.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
17-3031.00,Surveying and Mapping Technicians,22107,"Produce or update overlay maps to show information boundaries, water locations, or topographic features on various base maps or at different scales.",Core,11/2020,7.0,7.0,4.1,93.81,56890.0,56720.0,['Thinking Creatively'],['4.A.2.b.2']
17-3031.00,Surveying and Mapping Technicians,22110,Identify and compile database information to create requested maps.,Core,11/2020,5.0,5.0,4.02,72.37,56890.0,56720.0,['Getting Information'],['4.A.1.a.1']
17-3031.00,Surveying and Mapping Technicians,22111,"Operate and manage land-information computer systems, performing tasks such as storing data, making inquiries, and producing plots and reports.",Core,11/2020,5.0,5.0,4.0,95.83,56890.0,56720.0,['Working with Computers'],['4.A.3.b.1']
17-3031.00,Surveying and Mapping Technicians,22112,Compare survey computations with applicable standards to determine adequacy of data.,Core,11/2020,5.0,5.0,3.96,95.83,56890.0,56720.0,['Processing Information'],['4.A.2.a.2']
17-3031.00,Surveying and Mapping Technicians,22113,"Analyze aerial photographs to detect and interpret significant military, industrial, resource, or topographical data.",Core,11/2020,7.0,7.0,3.89,88.08,56890.0,56720.0,['Getting Information'],['4.A.1.a.1']
17-3031.00,Surveying and Mapping Technicians,22114,"Research and combine existing property information to describe property boundaries in relation to adjacent properties, taking into account parcel splits, combinations, or land boundary adjustments.",Core,11/2020,7.0,7.0,3.76,72.94,56890.0,56720.0,['Getting Information'],['4.A.1.a.1']
17-3031.00,Surveying and Mapping Technicians,22115,"Calculate latitudes, longitudes, angles, areas, or other information for mapmaking, using survey field notes or reference tables.",Core,11/2020,3.0,3.0,3.69,68.08,56890.0,56720.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
17-3031.00,Surveying and Mapping Technicians,22116,"Compare topographical features or contour lines with images from aerial photographs, old maps, or other reference materials to verify the accuracy of their identification.",Core,11/2020,5.0,5.0,3.69,85.18,56890.0,56720.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
17-3031.00,Surveying and Mapping Technicians,22117,Trace contours or topographic details to generate maps that denote specific land or property locations or geographic attributes.,Core,11/2020,5.0,5.0,3.66,81.21,56890.0,56720.0,['Thinking Creatively'],['4.A.2.b.2']
17-3031.00,Surveying and Mapping Technicians,22120,"Answer questions and provide information to the public or to staff members regarding assessment maps, surveys, boundaries, easements, property ownership, roads, zoning, or similar matters.",Supplemental,11/2020,3.0,3.0,3.83,55.78,56890.0,56720.0,['Communicating with People Outside the Organization'],['4.A.4.a.3']
19-1021.00,Biochemists and Biophysicists,12929,"Prepare reports or recommendations, based upon research outcomes.",Core,08/2020,4.0,4.0,4.05,100.0,115570.0,34520.0,['Documenting/Recording Information'],['4.A.3.b.6']
19-1022.00,Microbiologists,3685,"Research use of bacteria and microorganisms to develop vitamins, antibiotics, amino acids, grain alcohol, sugars, and polymers.",Supplemental,08/2024,4.0,4.0,3.71,63.64,95200.0,19760.0,['Developing Objectives and Strategies'],['4.A.2.b.4']
19-1029.01,Bioinformatics Scientists,16786,Develop new software applications or customize existing applications to meet specific scientific project needs.,Core,07/2012,3.0,3.0,4.3,84.9,,,['Thinking Creatively'],['4.A.2.b.2']
19-1029.01,Bioinformatics Scientists,16790,Create novel computational approaches and analytical tools as required by research goals.,Core,07/2012,3.0,3.0,4.24,76.84,,,['Thinking Creatively'],['4.A.2.b.2']
19-1029.01,Bioinformatics Scientists,16795,"Analyze large molecular datasets, such as raw microarray data, genomic sequence data, or proteomics data, for clinical or basic research purposes.",Core,07/2012,5.0,5.0,3.94,78.39,,,['Analyzing Data or Information'],['4.A.2.a.4']
19-1029.01,Bioinformatics Scientists,16791,"Compile data for use in activities, such as gene expression profiling, genome annotation, or structural bioinformatics.",Core,07/2012,3.0,3.0,3.75,81.88,,,['Getting Information'],['4.A.1.a.1']
19-1029.01,Bioinformatics Scientists,16793,"Manipulate publicly accessible, commercial, or proprietary genomic, proteomic, or post-genomic databases.",Core,07/2012,5.0,5.0,3.71,86.64,,,['Thinking Creatively'],['4.A.2.b.2']
19-1029.01,Bioinformatics Scientists,16788,Create or modify web-based bioinformatics tools.,Core,07/2012,3.0,3.0,3.38,77.72,,,['Thinking Creatively'],['4.A.2.b.2']
19-1029.01,Bioinformatics Scientists,16783,Instruct others in the selection and use of bioinformatics tools.,Supplemental,07/2012,3.0,3.0,2.86,91.25,,,['Training and Teaching Others'],['4.A.4.b.3']
19-1029.02,Molecular and Cellular Biologists,16807,Maintain accurate laboratory records and data.,Core,08/2021,5.0,5.0,4.65,100.0,,,['Documenting/Recording Information'],['4.A.3.b.6']
19-1029.02,Molecular and Cellular Biologists,23905,"Prepare or review reports, manuscripts, or meeting presentations.",Core,08/2021,3.0,3.0,4.23,100.0,,,"['Getting Information', 'Evaluating Information to Determine Compliance with Standards', 'Documenting/Recording Information']","['4.A.1.a.1', '4.A.2.a.3', '4.A.3.b.6']"
19-1029.02,Molecular and Cellular Biologists,16808,Instruct undergraduate and graduate students within the areas of cellular or molecular biology.,Core,08/2021,4.0,4.0,4.19,100.0,,,['Training and Teaching Others'],['4.A.4.b.3']
19-1029.02,Molecular and Cellular Biologists,16814,Compile and analyze molecular or cellular experimental data and adjust experimental designs as necessary.,Core,08/2021,5.0,5.0,4.12,100.0,,,['Analyzing Data or Information'],['4.A.2.a.4']
19-1029.02,Molecular and Cellular Biologists,16809,Evaluate new technologies to enhance or complement current research.,Core,08/2021,3.0,3.0,4.08,100.0,,,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
19-1029.03,Geneticists,16832,"Maintain laboratory notebooks that record research methods, procedures, and results.",Core,08/2021,5.0,5.0,4.36,92.0,,,['Documenting/Recording Information'],['4.A.3.b.6']
19-1029.03,Geneticists,16830,Search scientific literature to select and modify methods and procedures most appropriate for genetic research goals.,Core,08/2021,3.0,3.0,4.36,100.0,,,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
19-1029.03,Geneticists,16834,Evaluate genetic data by performing appropriate mathematical or statistical calculations and analyses.,Core,08/2021,3.0,3.0,4.22,96.0,,,['Getting Information'],['4.A.1.a.1']
19-1029.04,Biologists,18613,"Prepare technical and research reports, such as environmental impact reports, and communicate the results to individuals in industry, government, or the general public.",Core,08/2018,4.0,4.0,4.23,87.73,,,"['Documenting/Recording Information', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.3.b.6', '4.A.4.a.2']"
19-1029.04,Biologists,174,"Program and use computers to store, process, and analyze data.",Core,08/2018,5.0,5.0,4.05,91.12,,,"['Analyzing Data or Information', 'Working with Computers']","['4.A.2.a.4', '4.A.3.b.1']"
19-1029.04,Biologists,18614,"Review reports and proposals, such as those relating to land use classifications and recreational development, for accuracy, adequacy, or adherence to policies, regulations, or scientific standards.",Core,08/2018,3.0,3.0,3.31,79.28,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
19-1041.00,Epidemiologists,15215,Monitor and report incidents of infectious diseases to local and state health agencies.,Core,08/2023,5.0,5.0,4.22,94.74,94160.0,11460.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
19-1042.00,"Medical Scientists, Except Epidemiologists",20200,"Conduct research to develop methodologies, instrumentation, and procedures for medical application, analyzing data and presenting findings to the scientific audience and general public.",Core,08/2021,5.0,5.0,4.13,87.01,112690.0,156300.0,[],[]
19-2011.00,Astronomers,7525,"Analyze research data to determine its significance, using computers.",Core,08/2024,4.0,4.0,4.7,100.0,134430.0,1560.0,['Analyzing Data or Information'],['4.A.2.a.4']
19-2011.00,Astronomers,7531,Develop instrumentation and software for astronomical observation and analysis.,Core,08/2024,3.0,3.0,3.95,95.65,134430.0,1560.0,['Thinking Creatively'],['4.A.2.b.2']
19-2012.00,Physicists,10903,"Perform complex calculations as part of the analysis and evaluation of data, using computers.",Core,08/2020,5.0,5.0,4.32,97.54,166000.0,21340.0,['Analyzing Data or Information'],['4.A.2.a.4']
19-2012.00,Physicists,10905,Analyze data from research conducted to detect and measure physical phenomena.,Core,08/2020,5.0,5.0,4.15,91.22,166000.0,21340.0,['Analyzing Data or Information'],['4.A.2.a.4']
19-2012.00,Physicists,10904,Describe and express observations and conclusions in mathematical terms.,Core,08/2020,3.0,3.0,4.04,97.54,166000.0,21340.0,[],[]
19-2012.00,Physicists,10907,Design computer simulations to model physical data so that it can be better understood.,Core,08/2020,3.0,3.0,4.0,87.41,166000.0,21340.0,['Thinking Creatively'],['4.A.2.b.2']
