Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Automation Capacity Rating,Physical Action Requirement,Involved Uncertainty,Domain Expertise Requirement,Interpersonal Communication Requirement,Human Agency Scale Rating
21558,Appraisers and Assessors of Real Estate,"Review information about transfers of property to ensure its accuracy, checking basic information on buyers, sellers, and sales prices and making corrections as necessary.",250_a,2025/4/30,3,1,3,4,2,3
21565,Appraisers and Assessors of Real Estate,"Search public records for transactions such as sales, leases, and assessments.",250_a,2025/4/30,2,1,3,3,4,4
3401,Budget Analysts,Review operating budgets to analyze trends affecting budget needs.,250_a,2025/4/30,3,1,4,5,3,3
3412,Loan Officers,Review and update credit and loan files.,250_a,2025/4/30,3,1,3,4,3,3
20189,Personal Financial Advisors,"Recommend financial products, such as stocks, bonds, mutual funds, or insurance.",250_a,2025/4/30,2,1,5,5,4,4
21555,Appraisers and Assessors of Real Estate,Identify the ownership of each piece of taxable property.,250_a,2025/4/30,3,1,3,4,3,3
2583,Customer Service Representatives,"Determine charges for services requested, collect deposits or payments, or arrange for billing.",500_b,2025/4/30,4,3,2,3,2,3
2490,"Bookkeeping, Accounting, and Auditing Clerks","Classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",500_b,2025/4/30,3,2,2,3,1,3
2491,"Bookkeeping, Accounting, and Auditing Clerks","Calculate, prepare, and issue bills, invoices, account statements, and other financial statements according to established procedures.",500_b,2025/4/30,5,1,1,2,1,1
2519,Payroll and Timekeeping Clerks,"Verify attendance, hours worked, and pay adjustments, and post information onto designated records.",500_b,2025/4/30,3,1,3,3,1,3
17248,Radiologists,"Document the performance, interpretation, or outcomes of all procedures performed.",450_a,2025/5/1,3,3,5,4,3,3
17239,Radiologists,Review or transmit images and information using picture archiving or communications systems.,450_a,2025/5/1,4,5,4,4,2,2
1482,Mechanical Engineering Technologists and Technicians,"Analyze test results in relation to design or rated specifications and test objectives, and modify or adjust equipment to meet specifications.",450_a,2025/5/1,2,3,3,4,3,4
17254,Radiologists,"Perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (MRI), computer tomography (CT), positron emission tomography (PET), nuclear cardiology treadmill studies, mammography, or ultrasound.",450_a,2025/5/1,3,3,4,3,2,3
11249,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Inform customers of estimated delivery schedules, service contracts, warranties, or other information pertaining to purchased products.",450_a,2025/5/1,5,1,1,1,2,1
742,Travel Agents,"Provide customer with brochures and publications containing travel information, such as local customs, points of interest, or foreign country regulations.",450_a,2025/5/1,4,1,2,1,2,2
1477,Mechanical Engineering Technologists and Technicians,"Review project instructions and specifications to identify, modify and plan requirements fabrication, assembly and testing.",450_a,2025/5/1,2,4,2,2,3,4
23195,"Securities, Commodities, and Financial Services Sales Agents",Keep accurate records of transactions.,450_a,2025/5/1,5,1,2,1,1,1
20620,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify customer credit ratings.,450_a,2025/5/1,5,1,1,1,1,1
11238,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Quote prices, credit terms, or other bid specifications.",450_a,2025/5/1,3,3,2,3,3,3
739,Travel Agents,"Compute cost of travel and accommodations, using calculator, computer, carrier tariff books, and hotel rate books, or quote package tour's costs.",450_a,2025/5/1,5,1,1,1,1,1
22077,Mechanical Engineering Technologists and Technicians,"Design molds, tools, dies, jigs, or fixtures for use in manufacturing processes.",450_a,2025/5/1,2,4,2,4,4,4
743,Travel Agents,"Print or request transportation carrier tickets, using computer printer system or system link to travel carrier.",450_a,2025/5/1,5,1,1,1,1,1
20619,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.,450_a,2025/5/1,3,3,2,2,3,3
23205,"Securities, Commodities, and Financial Services Sales Agents",Review all securities transactions to ensure accuracy of information and conformance to governing agency regulations.,450_a,2025/5/1,5,1,1,1,1,1
23213,"Securities, Commodities, and Financial Services Sales Agents",Calculate costs for billings or commissions.,450_a,2025/5/1,5,1,1,1,1,1
11245,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Collaborate with colleagues to exchange information, such as selling strategies or marketing information.",450_a,2025/5/1,2,5,2,5,5,5
23214,"Securities, Commodities, and Financial Services Sales Agents",Prepare financial reports to monitor client or corporate finances.,450_a,2025/5/1,5,1,1,1,1,1
20608,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare and submit sales contracts for orders.,450_a,2025/5/1,4,2,1,1,1,2
20900,Travel Agents,"Record and maintain information on clients, vendors, and travel packages.",450_a,2025/5/1,5,1,1,1,1,1
17242,Radiologists,Prepare comprehensive interpretive reports of findings.,450_a,2025/5/1,3,2,2,2,3,3
11261,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Compute customer's installation or production costs and estimate savings from new services, products, or equipment.",450_a,2025/5/1,5,1,1,1,1,1
17231,Radiologists,Participate in quality improvement activities including discussions of areas where risk of error is high.,450_a,2025/5/1,2,5,4,5,5,5
11237,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms.",450_a,2025/5/1,5,1,1,1,1,1
1486,Mechanical Engineering Technologists and Technicians,"Record test procedures and results, numerical and graphical data, and recommendations for changes in product or test methods.",450_a,2025/5/1,3,4,2,2,4,3
737,Travel Agents,Collect payment for transportation and accommodations from customer.,450_a,2025/5/1,5,1,1,1,1,1
740,Travel Agents,"Book transportation and hotel reservations, using computer or telephone.",450_a,2025/5/1,5,1,1,1,1,1
738,Travel Agents,"Converse with customer to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required.",450_a,2025/5/1,4,2,2,1,2,2
23209,"Securities, Commodities, and Financial Services Sales Agents","Inform other traders, managers, or customers of market conditions, including volume, price, competition, or dynamics.",450_a,2025/5/1,3,3,2,3,3,3
23208,"Securities, Commodities, and Financial Services Sales Agents","Track and analyze factors that affect price movement, such as trade policies, weather conditions, political developments, or supply and demand changes.",450_a,2025/5/1,5,1,1,1,1,1
22083,Mechanical Engineering Technologists and Technicians,"Prepare equipment inspection schedules, reliability schedules, work plans, or other records.",450_a,2025/5/1,4,1,2,1,1,2
17249,Radiologists,Develop or monitor procedures to ensure adequate quality control of images.,450_a,2025/5/1,3,3,2,3,3,3
741,Travel Agents,"Plan, describe, arrange, and sell itinerary tour packages and promotional travel incentives offered by various travel carriers.",450_a,2025/5/1,5,1,1,1,1,1
15711,Online Merchants,Create or maintain database of customer accounts.,200_b,2025/5/1,4,1,2,2,1,2
21511,Accountants and Auditors,"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.",200_b,2025/5/1,3,3,4,4,4,4
15979,Sustainability Specialists,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",200_b,2025/5/1,4,2,3,3,3,3
15728,Online Merchants,"Correspond with online customers via electronic mail, telephone, or other electronic messaging to address questions or complaints about products, policies, or shipping methods.",200_b,2025/5/1,4,2,3,3,2,2
21522,Accountants and Auditors,"Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets.",200_b,2025/5/1,4,2,4,4,2,4
21516,Accountants and Auditors,Review accounts for discrepancies and reconcile differences.,200_b,2025/5/1,5,1,2,3,1,1
20492,Civil Engineers,"Analyze survey reports, maps, drawings, blueprints, aerial photography, or other topographical or geologic data.",200,2025/5/1,5,1,2,5,1,2
18095,Health Informatics Specialists,"Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.",300_a,2025/5/1,2,1,4,5,4,4
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,300_a,2025/5/1,3,1,2,3,3,3
1325,Network and Computer Systems Administrators,Monitor network performance to determine whether adjustments are needed and where changes will be needed in the future.,100,2025/5/4,4,1,3,3,1,2
1314,Database Administrators,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",100,2025/5/4,5,1,1,1,1,1
19010,Computer Network Support Specialists,Provide telephone support related to networking or connectivity issues.,100,2025/5/4,4,1,1,2,3,1
1411,Mechanical Engineers,"Read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",PurpleBear,2025/5/5,3,1,2,2,2,3
7373,Mathematicians,"Address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",150,2025/5/6,4,1,5,5,3,2
21549,Appraisers and Assessors of Real Estate,"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",200_b,2025/5/1,4,3,2,3,1,2
21515,Accountants and Auditors,Prepare adjusting journal entries.,200_b,2025/5/1,4,2,4,4,2,3
15594,Clinical Research Coordinators,Record adverse event and side effect data and confer with investigators regarding the reporting of events to oversight agencies.,100_b,2025/5/1,3,3,4,5,4,5
15593,Clinical Research Coordinators,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks.",100_b,2025/5/1,2,1,4,5,3,5
1146,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Monitor and follow applicable laws and regulations.,100_b,2025/5/1,3,1,4,5,3,4
21449,Compliance Officers,"Prepare reports of activities, evaluations, recommendations, or decisions.",100_b,2025/5/1,4,1,4,5,3,4
